Ganancia bruta,"Ganancia (pérdida), antes de impuestos",Efectivo y equivalentes al efectivo,Gastos de administración,Total de activos,Total pasivos,Razón de la Deuda/Ingresos (%),Ganancias acumuladas,Ganancia (pérdida),Impago
705671,235254,10027,231638,46832255,18494296,0.3949050927,-1898304,142199,0
523732,-1130695,195519,1414519,46999152,23809085,0.5065854167,-6990579,-1271057,0
0,-6740,905,6740,38737837,4828415,0.1246433816,24991087,-6684,1
0,-6982,905,6982,36805339,4821675,0.1310047708,24997771,-6982,1
4632350,55745,1407601,2349228,24991896,5687589,0.2275773315,16542437,-59481,1
4975845,677964,1175586,2187496,24888160,5593623,0.2247503632,16532667,478840,1
3458795,672226,63936,1426109,7559514,5674890,0.7506950844,750750,503106,1
3255400,396298,213395,1324670,6952679,5571161,0.8012970252,247644,247644,1
3798071,917678,1264167,1934144,17782936,11108629,0.6246791306,6633746,605562,1
3656656,879988,1103028,1909385,17112560,11054654,0.6459965078,6017345,580883,1
828299,449907,2249804,366344,14144440,87034,0.006153230527,-41683,233124,1
1013680,514530,1566337,435267,13976643,152361,0.01090111553,-274807,364025,1
4904947,663503,44511,2036669,50507593,10218273,0.2023116207,32539690,-127888,1
4104186,608498,660255,1883068,45036366,4557685,0.1012001057,29313181,-232998,1
4642832,3488942,6122586,829358,31872043,1587742,0.0498161351,20266971,3343645,1
4379349,3179159,4917968,126739,28327142,1219125,0.0430373456,17090687,2693839,1
3905712,6930183,512091,653821,34095318,12139594,0.3560487103,16564093,6419495,1
2138568,2039330,527196,417588,32049079,16529863,0.515767177,10144598,1365489,1
1264320,423723,779976,1279161,25011217,3134575,0.1253267684,18771021,364547,1
1155644,660795,878490,1176767,24378349,2866254,0.1175737537,18406474,438644,1
191166,34846,221088,155226,6072725,2072802,0.3413297984,603147,20498,1
410050,114884,169452,198680,6155906,2176446,0.3535541316,582684,107450,1
2147066,321275,266684,1355590,7028680,3516230,0.5002688983,2071080,123650,1
2098039,487317,258657,1298316,8477711,4937538,0.5824140502,2126741,279381,1
1520347,5332320,3512054,1256788,71274610,56008768,0.7858165481,10049094,5234929,0
4145465,1136491,1133405,3978833,59575035,49544122,0.8316255626,4814165,411398,0
8330807,5770184,14470772,3744496,33846181,7472219,0.2207699297,13038490,3742581,1
18022213,12701836,22192128,5492718,32485373,10556838,0.324972042,10065735,7698268,1
8726452,5506383,936335,4322093,59024594,50764414,0.8600552848,-6820031,7265987,1
80717,-1290394,3071656,1342677,62458217,54849161,0.8781736597,-16586844,-403769,0
11199338,6629071,559481,1119857,17839733,7900922,0.4428834221,9788811,3716603,1
8022361,6277633,1320500,1404323,19933478,13711270,0.6878513624,6072208,3725254,1
6388319,452967,830092,5583232,15849137,7064231,0.445717076,2824243,301099,1
6386691,1453969,2812169,4970722,11680111,2473543,0.2117739292,3364486,1185804,1
0,-121453,17102,174542,51504918,7487,0.0001453647591,51006,-147373,1
0,-320449,5193144,227482,54426702,2781898,0.05111274242,198379,-320449,1
10232904,2274360,6430808,7118442,115151867,35157159,0.3053112374,70907708,1350347,1
5507013,4812053,28767050,4715269,82996510,7115609,0.08573383387,65582369,2342447,1
2389161,2440824,1232,33306,219148103,137130,0.0006257412139,187579274,2457513,1
4360888,4440384,5469,66054,214193999,1175381,0.005487459992,181579287,4304860,1
0,-760913,7461,2179,9492985,8571382,0.9029174701,911603,-510532,0
0,-689584,7461,1902,9492986,8060851,0.8491375632,1422135,-434756,0
6553476,-197004,1577831,3605803,18973239,12373190,0.652139047,4660523,-197004,1
9015058,1302912,1214331,3306229,19316990,11939493,0.6180824756,4579526,786963,1
740483,4437508,168917,0,34474115,524324,0.01520920842,33869791,4378711,1
1461457,5130124,40612,0,30658688,885807,0.02889252795,29692881,5045954,1
355497,2441072,1889452,282384,19252911,7680629,0.3989333873,3146071,2445292,1
279463,392235,1082818,142210,14783090,5656100,0.3826060722,1511990,292848,0
2099030,-1114817,356614,1476279,25529105,19004110,0.744409567,4686750,-1125868,1
4504206,120686,779340,2035297,23401377,15750514,0.6730592819,5812618,206385,1
-447006,-1943161,99509,935098,34911724,43038481,1.232780169,-9564219,-1932701,0
499233,-9756715,130245,1623836,34768106,40962162,1.178153392,-7631518,-9770652,0
-974722,-2423478,374,1186125,2091850,6708762,3.207095155,-4626912,-2423478,0
-1934774,-2212324,30893,178236,2008013,4201447,2.092340538,-2203434,-2213340,0
14303517,752202,130346,8481827,26721255,12361912,0.4626246784,-482309,508514,1
13992730,370817,82942,9264499,26893921,13043092,0.4849829075,-990823,225212,1
12396147,2201538,2047619,1566136,30389252,24141684,0.7944152097,2244301,1380153,0
8689891,2176136,3535509,941144,23643554,18776139,0.79413353,864148,1243512,0
11664989,1598090,256870,3234166,49802692,33928863,0.6812656432,567547,971486,0
10015737,505159,144393,3135369,44907696,30005353,0.6681561441,-403939,480263,0
945931,1006708,4737036,148639,10506970,115088,0.01095349087,5422059,981302,1
2095069,2129519,4439499,73113,10953107,433697,0.03959579688,5549587,2116585,1
937660,112706,168521,827469,7072630,5542303,0.7836268828,1495289,64647,1
644443,89775,210031,820928,8811343,7345663,0.8336598632,1430642,76528,1
150121,1286955,268735,129281,79522965,7539585,0.09481015956,28715733,1224503,1
144932,17829214,71428,207515,75155604,5725179,0.07617767266,27302209,17800491,1
14859769,-4223806,510387,2994100,51980837,46140516,0.8876447295,-12042307,-4250156,0
16083900,7970102,337718,2056833,41848122,31754634,0.7588066676,-7792151,7924136,1
28476281,1230616,2481170,6750031,41571800,35520203,0.8544302388,751515,751515,0
25207503,1114806,5874879,6355593,36041414,30741332,0.8529446708,751695,751695,0
4728000,1641000,352000,1713000,49346000,29465000,0.5971102014,16615000,1138000,0
4478000,1094000,209000,2451000,46066000,27201000,0.5904788781,15685000,869000,0
0,-1788023,225770,612428,20202426,1695114,0.08390645757,1845445,-1754776,1
0,-1142874,180220,533474,16266765,3065624,0.1884593526,3600221,-1311957,1
12091367,4266995,15116161,3924474,67974205,43975899,0.6469498099,4978474,1015060,1
10427648,2413049,19099200,5200407,77029028,52095960,0.6763159468,4047770,843565,1
546375,42265,662838,616015,19182721,1508736,0.07865078161,15594265,-33779,1
476104,72320,714309,371164,19380233,1672469,0.08629767248,15628044,-70111,1
0,2279394,371,144196,7446751,2616521,0.351364105,4785230,2269287,1
0,1730671,371,169329,5530592,2962337,0.5356274699,2523255,1721892,1
1976649,793653,216400,241928,6435808,3167755,0.492207816,1854410,583125,1
2101004,679482,286062,296095,5924143,3112715,0.5254287413,1442380,445948,1
764962,568876,532155,216989,341280555,9028871,0.02645586122,-140701,380820,1
821382,525407,280511,329524,276016969,4381682,0.01587468341,-521521,287882,1
30816710,6834821,9327110,19157141,102509416,55560190,0.5420008441,13439803,2964404,1
30877815,9482959,3713415,17502232,106629576,63639400,0.5968269066,10890014,3483435,1
96000,70401,66908,24254,10346238,53276,0.005149311276,8584752,47169,1
96000,60440,24630,32593,10318433,72640,0.007039828625,8537583,64735,1
4368748,3885255,847065,421186,23828797,1767291,0.0741661864,5415663,3845975,1
3463705,3224112,1337367,473695,20481646,1986636,0.09699591527,5322923,3159462,1
51547,33807,116272,17745,15797244,15538140,0.9835981517,9104,21116,0
558,1277,170772,0,11555748,11317760,0.9794052276,-12012,1277,0
125511,-347518,19368,76798,15429982,13156177,0.8526372228,-5103352,-931231,0
135565,-486949,20952,78266,15439220,12234184,0.7924094611,-4172121,-1087231,0
1401511,2439756,3543725,168504,17120010,1181986,0.06904119799,3413668,2299427,1
1330059,689767,2076540,160539,14920143,1281546,0.08589368078,1694643,580402,1
14395470,5942611,3166398,1969402,28432938,16169368,0.5686843899,3807227,3807227,1
12924713,5624472,1814899,1687179,25257633,13884146,0.5497009953,3360700,3360700,1
2520,1838549,0,33552,15232199,3193373,0.2096462238,10665198,1820015,1
2400,1471279,0,32631,12456859,2238048,0.1796639105,8845183,1430475,1
4823470,4909777,233528,3498961,174290809,90144940,0.5172099465,56145869,4837434,1
3785692,-19475658,279826,7475019,155653237,76344802,0.4904800149,51308435,-20299575,0
284615,81880,5235,202735,2403733,816498,0.3396791574,314253,81880,1
319496,72774,3291,247584,8037855,3658339,0.4551387155,3106534,72774,1
768574,-124363,1424730,878628,18944044,8274672,0.4367954382,10446872,-177837,1
688999,-187500,214702,846103,19464296,8617087,0.4427124927,10624709,-315944,1
2034500,1485269,679151,550137,11983176,4695362,0.3918295116,6957788,982155,1
1416638,931952,347800,497819,11278833,4973174,0.4409298373,5975633,608080,1
1598122,-596340,138469,783489,29171510,7883427,0.2702440498,17443684,-106557,1
1536627,-457833,134744,1273210,30091855,8697215,0.2890222288,17550241,-440276,1
657372,481291,211828,333603,16231803,5499231,0.3387936017,1401871,566501,0
718163,261175,82690,509683,16594491,6428420,0.3873827766,835370,1638208,0
660534,2084497,1014836,759933,39151969,861189,0.02199605849,-1136054,2059313,1
543780,3489922,599221,823895,38025964,1794497,0.04719136114,193175,3388542,1
2547130,747667,321039,2229123,7904936,2983211,0.3773858511,1184547,738262,0
2544841,1511390,1457303,1821674,7921491,3716849,0.4692107837,1797716,1351432,0
1678452,720091,709433,1328044,8566357,769987,0.08988500012,7353581,560324,1
320385,394476,229574,233371,7686725,450679,0.05863082132,6826425,331679,1
3905876,189340,345608,1278954,10578936,6210876,0.5870983623,2707472,104118,0
3437239,-71243,138558,1132716,10269434,5997604,0.5840247866,2603354,-270687,0
22339,-171231,690424,23863,10590038,9978688,0.9422712175,596350,-181445,0
1211613,32723,733777,1294009,13543526,12750731,0.9414631758,777795,17220,0
8274300,2839597,333453,4423042,63680961,28511255,0.4477202378,29283677,2031296,0
7768160,899034,1531127,5223792,59445369,26244615,0.4414913296,27314725,795108,0
653801,80037,31696,629430,31468409,1321262,0.04198693363,29220571,66251,1
706005,290434,35423,609115,30890817,716320,0.02318876836,29247921,228830,1
14331150,5716996,2791156,7374429,35494806,9729855,0.2741205291,22276703,3671896,1
11640326,4139300,4645293,6559790,35522501,12429446,0.3499034598,19604807,2562024,1
46366265,18493110,9170147,18305395,514759880,149936319,0.2912742908,246721708,19296837,1
48201158,-8136730,2008751,18770906,433456455,140052803,0.3231069728,227421812,-5410824,0
928926,17746,53894,646963,37116228,1615302,0.04352010123,29344469,24375,1
1459961,593825,55292,608242,37873153,1791784,0.04731013549,29924912,411868,1
1440360,905002,17497,490251,6145031,3704863,0.6029038747,1266030,616501,1
1502151,776826,19401,435430,6306782,4212042,0.6678591396,967707,471048,1
1352324,455949,241756,732140,6811432,1075544,0.1579027729,5477027,328223,1
1393684,235197,136042,703729,6648286,1240621,0.1866076459,5148804,154557,1
269650,85666,2194,232216,1172844,820488,0.6995712985,163684,58017,1
-109783,-571415,54707,422255,1172844,878505,0.7490382353,105667,-571415,0
2435700,873709,632071,1233979,4259573,1339681,0.3145106329,-66398,472320,1
2952964,1271668,116511,1583813,5425069,2443623,0.4504316904,-4844,752573,1
3811916,1436221,1240942,1123566,6279296,2988884,0.4759903021,2800412,946221,1
3436713,1033012,501397,1135269,5538998,2573807,0.4646701443,2475191,633012,1
255362,808714,49715,65862,7114050,1185988,0.1667106641,3657258,580429,1
242570,266142,72628,54341,6459903,1184411,0.1833481091,3014563,137421,1
1480226,422517,89058,806764,12214565,3985168,0.3262636041,7029394,288715,1
1920594,465638,571058,1285317,12582034,4786802,0.3804473903,7195229,395924,1
231590,452689,152056,22073,37169270,32284690,0.8685855278,2727798,391982,0
14657,34354,72891,35808,33417424,28924827,0.8655612413,2339251,34354,0
7054583,6922627,97957,286928,136844237,17618977,0.128752057,4176356,4176356,1
4578138,4080390,746003,417633,134344780,19849403,0.1477497153,4161929,4161929,1
122187,830321,163814,71161,10274466,756526,0.07363166125,9452231,765904,1
54687,656613,151419,52400,9488958,709683,0.07479040375,8713566,638125,1
868930,744560,141168,44475,12564650,4847405,0.3857970576,4296921,480800,1
643784,533829,130613,44881,13670147,6433702,0.4706388307,3816121,320413,1
2021829,132294,52249,1687409,97443029,74608618,0.7656639861,11744169,50189,1
1770412,196057,245869,1383474,80666224,58799149,0.7289190703,11704931,103513,1
9299154,1658336,42588,6703448,8270674,1855483,0.2243448357,1752789,1658336,1
5545793,965388,346538,2594419,10525064,2280710,0.2166932192,3643590,965388,1
6717672,2300762,3700092,1677127,16653711,3718211,0.2232662138,7375518,1430099,1
5878167,1709219,3766610,1794062,16782092,4568691,0.2722360836,6653419,1031431,1
1126719,388374,46147,821184,15880398,9709823,0.6114344867,504868,252625,0
874370,231029,326233,735709,14022873,8104923,0.577978778,279550,152370,0
381317,-229368,7314793,171534,251844379,59704958,0.2370708381,165234963,-394931,1
23890802,24534865,572119,371027,204349724,14842369,0.07263219499,165629894,23772592,1
41613325,13001099,2058674,5100457,129907451,49308230,0.3795642946,45213880,9123807,1
34260082,9973866,3689208,4811580,124121323,48450164,0.3903452109,43439047,7348974,0
3680627,1242562,719297,2183767,10078118,2902618,0.2880119086,2590372,788462,1
1850946,988220,1159310,687756,4923284,1536246,0.3120368437,1865908,639983,1
471991,-1395371,973443,2149273,124415759,27515976,0.2211615009,11277789,-1503146,1
513048,-296182,1530104,2253365,110415182,23200898,0.2101241657,12740062,455658,1
273046,-507345,58531,595533,7107174,4710010,0.6627120709,-1119030,-420406,0
751610,282280,41318,592402,5910876,4692305,0.7938425709,-688110,105135,0
218288,-283380,278573,595326,17731188,4484166,0.2528970986,1294658,-263278,1
26408,39794,475600,253710,16466443,4221017,0.2563405466,1564198,61694,1
0,-6023482,15200475,1001125,231646097,218977242,0.945309439,-6023482,-6023482,0
0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!
515991,15431,827945,470296,21136779,4755781,0.2250002709,16029440,-57619,1
539411,-240635,424866,506136,20589652,4323495,0.2099838793,15917691,-365779,1
415881,199390,2511525,68197,6905998,727911,0.1054027238,650823,190896,1
1153620,563450,2785854,106651,7119441,1132249,0.1590362221,459927,542859,1
125374182,102318082,63303484,28735560,1082533721,421237893,0.3891221907,362161214,100854350,1
141065701,93944198,19834530,32804683,1011143267,450701789,0.4457348466,261306864,88716667,1
16203610,-885472,260226,5544973,70233830,31325410,0.4460159726,21863586,-849478,0
15467859,822323,483895,5049148,66743093,27323441,0.4093823012,22713064,701445,0
4899193,2900180,54653,1788316,16564412,6693714,0.4041021197,8500297,2579425,1
3742089,2352118,1008834,1179783,14866550,7575277,0.509551779,5920872,2089146,1
31138095,9107943,1495439,8187624,332423945,172408100,0.5186392334,129366962,5796545,0
30093674,12387881,1314963,6450180,324608824,170597790,0.5255488372,123362151,19586019,0
3937913,285935,165983,3276385,6693597,3108047,0.4643313603,2235086,264042,1
4966881,1140095,411779,3225062,7310736,3989228,0.5456670847,2019508,484632,1
1764818,1004808,57431,150994,26255125,6366258,0.2424767736,18907350,776137,1
1506178,940957,57218,171400,26056550,6943820,0.2664903834,18131213,832405,1
3814590,85705,1020446,3592273,146749940,55465710,0.3779606997,17144578,57650,1
3699216,355976,1071690,2774597,144268344,53040915,0.3676545632,17091019,32523,1
0,-73444,1000,73444,20896540,20226041,0.9679133962,669499,-97010,1
1178282,1155366,1000,22916,15893781,15126272,0.951710106,766509,766509,1
151880626,9887088,8234813,41459824,617232427,416320918,0.6744961862,72191216,6291843,1
152102936,11658422,19150714,38725220,603284791,411543218,0.6821707163,72745256,6845883,1
348623,-414706,1046,477542,9611050,3818126,0.3972641907,-237356,-420529,1
540874,29785,48663,537604,9493746,8317407,0.8760932724,183172,16088,1
9447475,1137219,1270772,3189326,14555180,6976120,0.4792877862,5724060,785445,1
8948270,1300262,725563,2691362,16731679,7284629,0.435379438,7619649,781089,1
0,-125679,0,1917,2266619,270584,0.1193778046,1948485,-111560,1
0,-120345,0,2098,2389677,282082,0.1180418944,2060045,-327813,1
0,-5722,13688,5725,30931112,30907781,0.9992457109,-26669,-5869,0
0,-3937,39325,4823,28918873,28889673,0.9989902788,-20800,-4339,0
3723188,1339691,9495485,2224388,54024064,10928773,0.2022945367,12742872,822404,1
3845469,2195941,17691523,1104277,60901734,36276280,0.5956526624,12021621,1011530,1
11516010,3223989,3487838,3045870,23128364,4745498,0.2051808766,18322116,2164174,1
9420818,2006366,795512,2606388,33944580,16975888,0.5001059963,16907942,1141234,1
4874422,3562248,3374026,1722917,12107190,5454263,0.4504978447,5902927,2408841,1
3650031,2766501,384210,1092310,10020413,4826327,0.4816495089,4819087,1769598,1
0,-16264,111527,16652,14786468,9817359,0.663942126,-96291,-52376,0
1833,74533,82165,29422,17761687,17405602,0.9799520732,-43915,-44023,0
18609,1004756,0,160217,40116738,19066692,0.4752802184,19678911,820806,0
18236,-85976,0,104188,26893068,6624686,0.2463343342,18897262,-134565,1
233355,359191,550407,187371,13778047,5019251,0.3642933574,3181296,333270,1
2817241,1530622,179974,151634,13937638,5512112,0.3954839407,2848026,1496310,1
645052,-2435798,153838,2714578,31678507,6104741,0.1927092397,1309038,358903,1
697788,219417,144970,486749,30206267,4991404,0.1652439873,950135,48727,1
2126376,895224,3228810,1281753,22180472,17133394,0.7724539857,2530235,581853,0
2364083,1379056,2432639,970526,22380866,17915641,0.8004891768,2035797,874147,0
719377,87817,503,266715,12826750,3703171,0.2887068821,6523579,52340,1
798701,1542442,1306,227369,12721698,3626959,0.285100228,6494739,1348915,1
1699562,84171,267531,405972,1540283,1127125,0.731764877,338158,42408,1
1750174,152507,65291,405258,1385989,1015239,0.7325014845,295750,89525,1
2757367,-93968,428820,1354939,6539863,4942360,0.7557283692,880493,234112,1
3237528,69502,307096,1147358,12354997,8769545,0.7097974204,2007949,40572,0
0,5845835,9000,30581,155244718,18059,0.0001163260189,139143254,5832963,1
0,3871167,9000,31168,149426983,33287,0.0002227643183,137156336,3846045,1
0,-6401,184157,6401,34195851,32226401,0.9424067557,-30550,-6458,0
0,-143,184157,0,34195908,32220000,0.9422179987,-24092,-292,0
1282678,782476,320662,237816,11158981,7555723,0.6770979357,1093258,517874,1
205727,57555,759550,65411,17602232,11525315,0.6547644072,667602,38562,1
1321974,-2415802,56676,4231573,87505478,80580377,0.9208609431,5911515,-2459022,0
503285,-1516223,132133,2689473,90532827,79110754,0.8738350124,10408487,-1569185,1
2455022,189450,5890,3151607,128900466,57437337,0.4455944868,28702045,-79118,0
5473871,-3167645,3327,2811282,143761110,64006547,0.4452285253,29130029,-3427909,0
4884026,18391,205102,2066289,36383890,16471765,0.452721383,4453555,12322,1
9048273,335237,530441,2842676,34357909,15245407,0.4437233651,3396966,224608,1
1904840,1226579,2578,873062,6307828,4033009,0.6393657214,827335,1219744,1
-1679590,-2383905,1978,835327,5634075,4559431,0.8092599051,-367179,-2427420,0
569386,-493343,307829,1729269,37988812,3689310,0.09711569817,199365,-559464,1
126250,306415,307838,387549,21532602,2591533,0.1203539173,758829,-716720,1
1883236,1468486,303977,233130,9925657,2374818,0.2392605346,2221293,928685,1
1552331,609683,551297,785789,9224620,2705653,0.2933078002,1292608,177473,1
1748013,990284,341422,999686,9890193,3910486,0.3953902618,4199633,630694,1
2353996,890716,132505,1158820,10231064,4813730,0.4705014063,3637260,534576,1
0,-60274,5699,118072,6026149,3079139,0.5109629715,-1679751,-43970,0
0,-30929,6215,181348,5761081,2840475,0.4930454892,-1635781,-162981,0
0,-180242,23045,109106,12937167,1518785,0.1173970314,3753387,-209683,1
666648,3091267,377487,353770,13647633,2019569,0.1479794335,4269137,3060674,1
198138,606072,27997,419689,11285335,2076556,0.1840048169,3308463,598145,1
421029,255840,566087,249271,12775745,4165111,0.3260170738,2732420,221018,1
24252159,991865,73571,23666328,11636248,10029697,0.8619356514,568278,858832,0
20646017,464210,122467,19291186,8559829,7812110,0.9126479045,-290554,-338745,0
1103179,503938,1777758,581012,5284420,1268787,0.2400995757,4005633,325317,1
2515317,2057603,1420732,407385,5116506,1426190,0.2787429547,3680316,1370839,1
2542154,189403,282313,220119,13578334,1189083,0.08757208359,468032,189403,1
2541194,332124,280089,203686,13489197,1289349,0.09558382163,278629,332124,1
10364490,5404211,5090820,1534431,51807480,17620488,0.3401147479,33975685,4101011,1
9225276,4422468,3941907,1436840,51725002,21639021,0.4183474174,29874674,3224103,1
8294614,583808,905543,333934,18625527,8787885,0.4718194014,7333161,353389,0
9048139,408564,1005857,408841,19820429,10226176,0.5159412039,7089772,232852,0
8698985,476607,548346,7364205,7553454,3888689,0.5148226229,987691,717750,1
10206887,-630649,1113592,2278979,5956668,3009653,0.5052578052,269941,-681560,0
118233,-1946428,2334237,3737446,10884939,153949,0.01414330388,4498011,-1713284,1
272256,75166,1907648,293240,13205901,761627,0.0576732326,6211295,-32896,1
0,314578,13222321,177710,39878134,27683563,0.6942040718,12094571,198724,0
11808,71286,332037,30816,41283406,29282882,0.7093136162,11895847,20411,1
4956573,1004687,5907710,3605096,43281821,26805112,0.6193157169,13421582,523619,1
6934457,3623077,2878972,2604088,43655217,27704024,0.6346096962,12896066,2291765,1
1843,233775,122543,9984,23440160,2036024,0.08686049925,5194562,197662,1
0,980122,868,17233,21503142,296668,0.01379649541,4985328,885534,1
788639,1155588,1920751,0,26635667,24364515,0.9147326778,1398012,673140,1
1107607,881397,687528,0,26539639,24941627,0.9397877266,827199,570813,1
0,-11492,621,11168,34590450,477753,0.01381170236,33596904,-13061,1
135392,122749,12253,12451,34604519,478761,0.01383521615,33609965,120312,1
1170379,300155,565144,451625,7835339,1176049,0.1500954841,5985138,201104,1
731805,96963,619743,180027,5603413,2086500,0.3723623442,2842761,64965,1
3301378,3317623,85331,139655,18476162,1976170,0.1069578195,13958040,3204629,1
3114826,2994719,140100,124285,16016316,1965953,0.1227468914,11508411,2892610,1
2737367,1235525,445285,1154597,16737927,5105939,0.3050520533,1479278,892388,1
2848458,953161,95584,1069075,11253037,4275947,0.3799815996,1374805,804177,1
2082948,472325,1596937,2152091,31526710,21164967,0.6713344653,-4779993,-700377,0
1728942,1989187,1260692,718363,20025066,8404735,0.4197107265,-2909215,1220512,1
756870,452089,114778,316332,31735484,2438660,0.0768433215,10684474,283866,1
1088175,1357340,71056,110493,32759008,3746050,0.1143517533,10400608,1007377,1
590629,-2422655,92472,1554721,28913539,12792741,0.4424481209,5330892,-2463503,0
1678819,-409071,109430,1671532,24209954,5625653,0.2323694213,7794395,-519096,1
9268040,863601,2928582,1449851,77682575,19877518,0.2558812964,39008034,754345,1
6104204,2578546,1566915,1225026,81344928,20976713,0.2578736439,41571192,2324985,1
0,-1691,1393,1329,303401,26335,0.08679931839,-52934,-3388,1
0,-45989,1389,47795,302354,21900,0.07243165296,-49546,-49508,1
223571,598961,311572,125763,22110829,1371678,0.06203647995,9801637,1353210,1
176769,2653891,996953,64331,17331429,2752686,0.1588262572,8448427,772289,1
75966,55788,737206,72080,19452123,2392447,0.1229915624,6152521,-1051620,1
69489,1675613,751625,117858,17895480,1359046,0.07594353434,7204141,1646037,1
444736,148792,715397,53963,26283594,26098797,0.9929691122,34797,77472,0
2000,4063,272725,119422,28041880,27934555,0.9961726888,-42675,-14856,0
121876,340298,1469,59239,12610004,3214580,0.2549229961,8450746,532894,1
101897,262853,7079,102263,13369451,4506922,0.3371059889,7919615,348753,1
159455671,30633043,41617075,57804884,271299145,212008959,0.7814582645,2640250,21246852,1
129069803,34416537,40027994,56265780,258751710,221152767,0.8546910357,16656222,31979508,1
8453347,1761712,1095372,2628392,15024152,5770847,0.3841046736,7203305,1045788,1
7812402,1759774,619618,2536355,14220135,7376896,0.5187641327,5493239,1065896,1
3916866,1465360,2014097,4665585,40372700,31513225,0.7805577779,7459475,1000788,0
6885783,3624290,1493360,5205470,33084057,24816132,0.7500933758,7217925,2453412,0
127440,293655,346293,130201,5291894,807815,0.1526513948,4340843,257397,1
127440,-164391,274960,115295,4960100,733418,0.1478635511,4083446,-167959,1
887504,3931256,496144,442784,29402722,1871313,0.06364420954,27253617,3833864,1
1459894,5252035,6279118,453580,33700108,1902306,0.05644806836,31520010,4427394,1
224631,18671,72560,189436,4655984,1170466,0.2513896096,3062246,7425,1
214793,-64266,63206,233326,4575404,1098136,0.2400085326,3054821,-64266,1
6600952,2863602,3897653,3533233,69699952,41171357,0.5906941945,21214900,1794513,1
6161302,3147289,8004183,3507934,63405326,36788552,0.5802123311,19550121,2470418,1
6535050,1777140,76097,1950397,106552194,31052829,0.2914330323,56410209,1161954,1
6147910,977398,58196,2197583,106886454,44138199,0.4129447404,55248255,1046799,1
386712,105924,40523,153762,5887267,1016743,0.1727020364,603472,58658,1
1011177,626270,545813,262525,6022659,1217310,0.2021216874,544814,401676,1
11424062,5199195,2146057,1471754,26834374,10902517,0.4062892244,7800728,3567022,1
8433751,4333242,1520905,1439937,21589199,13497047,0.6251759039,4786377,2860226,1
6937684,834278,1269352,5117264,20258726,19786115,0.9766712379,-134474,-238676,1
5162349,146507,1435332,4354058,15114122,14402835,0.9529389137,104202,36170,1
2313665,529689,117610,1544127,5868965,2698519,0.4597946997,2381199,321149,1
2207494,505732,61892,1441965,5579006,2549709,0.4570185083,2270540,304896,1
13625998,3630265,2262010,2697216,11012578,3501607,0.3179643313,3434070,2519128,1
12671816,4851855,2530980,2335007,11198870,3707028,0.3310180402,3987713,3099610,1
16542616,9874471,3627612,4467432,83214730,37872966,0.4551233417,25022160,6614462,1
13515332,8203066,1918929,3539248,76448619,37728034,0.4935083785,19233666,5359701,1
4304881,5521972,803796,1447671,60705806,43912261,0.7233617984,15673545,4858429,1
1964315,2493301,109565,1042801,60638899,48161993,0.7942425373,11356906,1761832,1
437601,91189,53613,200117,34244289,34146272,0.9971377125,91189,91189,0
0,0,0,0,0,0,0,0,0,#DIV/0!
1861558,1350300,2780669,516338,7943866,2094114,0.2636139633,5399752,898317,1
2223662,1601098,3086029,543611,7663616,1335793,0.1743032271,5877823,1005359,1
0,27611145,51002,142783,284209909,4902904,0.01725099599,93386432,27357087,1
10214486,31679072,42098,75365,248546817,8438454,0.03395116502,74029345,31628784,1
18738531,-1008419,1348223,4864534,43161806,19492154,0.4516065431,12630013,-1432754,0
15698475,502656,1493569,3668668,41625220,16522815,0.3969424066,14251674,188907,0
2430671,324779,1143546,942983,13470120,7236190,0.5372030836,5123402,217602,1
2091809,447992,834714,744408,12291273,6274945,0.5105203505,4935816,300155,1
256922,99709,44768,177374,11333209,4937013,0.4356235732,1405297,89872,0
395056,1552032,27081,159158,10625801,4319477,0.4065083658,1456197,1407719,1
156457,76625,16056,665,18723759,3036775,0.1621883191,-993145,128452,1
-225545,-126821,25440,40,18670915,3112383,0.1666968652,-1121597,-51391,1
9319384,2771067,521935,2876340,51830250,46137862,0.8901724765,3960438,2570664,1
4268721,1742231,519652,1047184,49949678,46825937,0.9374622395,1391791,1591541,1
3176515,3107216,78293,54071,12383476,310870,0.02510361388,7433459,2854208,1
1976217,1625704,573,101617,11985933,2767535,0.2308985875,4579251,1554500,1
-74598,29569,5734893,120835,9722551,9157991,0.9419329351,62550,19758,0
64413,1941,291455,62421,4358379,3813577,0.8749989388,42792,-4247,0
4692194,276832,2025643,1924440,6578287,6055687,0.9205568258,293744,95874,0
4636933,329553,1144556,1833669,5226575,4822803,0.9227463492,190056,128444,0
90488,11544,33319,129470,11891748,594019,0.04995220215,11030185,-17696,1
129540,421591,9091,180062,12005659,635233,0.05291113133,11102882,351199,1
6469142,322972,457455,2077688,187317336,44163993,0.235770986,138746146,350588,1
7952912,704800,941105,2406690,190191176,49832197,0.2620110883,135997377,455950,1
0,4846473,1481,29772,215173755,13,0.00000006041629008,7225695,4759325,1
0,7153443,1478,31263,214419500,278979,0.001301089686,9388846,6926200,1
2497984,940892,743297,1683234,4516339,922803,0.2043254503,2793536,642878,1
3121923,1507708,117867,1711893,4357567,2106909,0.4835058187,2150658,1091301,1
955870,1212715,460029,317870,17902593,1995838,0.1114831801,9318511,790205,1
700084,755813,399331,217146,15305559,634010,0.04142351155,8811635,647856,1
