Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,Ganancia (pérdida),"Otro resultado integral, neto de impuestos, diferencias de cambio por conversión","Otro resultado integral, neto de impuestos, ganancias (pérdidas) actuariales por planes de beneficios definidos","Otro resultado integral, neto de impuestos, ganancias (pérdidas) por revaluación","Total otro resultado integral que no se reclasificará al resultado del periodo, neto de impuestos","Ganancias (pérdidas) por coberturas de flujos de efectivo, neto de impuestos","Total otro resultado integral que se reclasificará al resultado del periodo, neto de impuestos","Participación de otro resultado integral de subsidiarias, asociadas y negocios conjuntos contabilizados utilizando el método de la participación que se reclasificará al resultado del periodo, neto de impuestos",Total otro resultado integral,Resultado integral total
160891,800057402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,499999,,,,,,,,,
160891,800057402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,947547,,,,,,,,,
160945,811039807,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,554365,,,,,,,,5737525,6291890
160945,811039807,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,206208,,,,,,,,84205,290413
160959,800249401,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,557939,,,,,,,,,
160959,800249401,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1344174,,,,,,,,,
160989,900395206,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,46479693,,,,,,,,,
160989,900395206,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,33780167,,,,,,,,,
160994,900127308,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-324268,,,,,,,,,
160994,900127308,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,364182,,,,,,,,,
161007,860353004,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4752233,,,,,,,,,
161007,860353004,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,964285,,,,,,,,,
161009,900471273,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,292646,,,,,,,,,
161009,900471273,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2518967,,,,,,,,,
161013,811005803,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,217383,,,6587862,6587862,,,,8983356,9200739
161013,811005803,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7078,,,0,0,,,,0,7078
161039,800169966,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-557637,,,,,,,,,-557637
161039,800169966,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-8630663,,,,,,,,,-8630663
161061,800144409,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,218906,,,,,,,,,
161061,800144409,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-225831,,,,,,,,,
161070,890211902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5200582,,,792945,792945,,,,792945,5993527
161070,890211902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1921879,,,3488434,3488434,,,,3488434,5410313
161073,900559327,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1351319,,,,,,,,,
161073,900559327,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,622709,,,,,,,,,
161077,900301404,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,502049,,,,,,,,4044210,4546259
161077,900301404,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,279919,,,,,,,,,279919
161081,900039806,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1214077,,,,,,,,,
161081,900039806,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,650734,,,,,,,,,
161087,900301403,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,451846,,,,,,,,3969903,4421749
161087,900301403,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,386544,,,,,,,,,386544
161094,900411974,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,664597,,,,,,,,,
161094,900411974,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2623613,,,,,,,,,
161097,900301405,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,347084,,,,,,,,83091,430175
161097,900301405,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,362045,,,,,,,,,362045
161099,900412036,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,595822,,,,,,,,,595822
161099,900412036,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2648622,,,,,,,,,2648622
161102,900412077,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,735864,,,,,,,,,
161102,900412077,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2707645,,,,,,,,,
161115,900302609,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,521047,,,,,,,,4019253,4540300
161115,900302609,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,423307,,,,,,,,,423307
161125,804001007,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1419918,,,5061356,5061356,,,,5061356,6481274
161125,804001007,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1155537,,,,,,,,,1155537
161126,900046641,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,534479,,,,,,,,,
161126,900046641,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,69996,,,,,,,,,
161128,900248603,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,415171,,,,,,,,,
161128,900248603,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,26659,,,,,,,,,
161130,900345734,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,525334,0,,,0,,,,0,525334
161130,900345734,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-2468612,,,-861917,-861917,,,,-861917,-3330529
161143,800043910,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3102431,,,,,,,,,
161143,800043910,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,10065226,,,,,,,,,
161154,860002017,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1704927,0,0,0,0,-335345,-335345,,-335345,1369582
161154,860002017,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1942370,0,0,0,0,-1358,-1358,,-1358,1941012
161175,890203522,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,442822,0,0,0,0,0,0,,0,442822
161175,890203522,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3585052,0,0,0,0,0,0,,0,3585052
161192,800089002,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,208966,,,,,,,,,
161192,800089002,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,794266,,,,,,,,,
161198,900209816,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,186917,,,230000,230000,132850,132850,,362850,549767
161198,900209816,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,185103,,,,,-113470,-113470,,-113470,71633
161247,800215509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,725661,,,,,,,,,
161247,800215509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,356477,,,,,,,,,
161267,830007705,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-884114,,,,,,,,,
161267,830007705,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,426211,,,,,,,,,
161269,830038902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-121684,,,,,,,,,
161269,830038902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-515269,,,,,,,,,
161279,800232717,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,580307,,,,,,,,,
161279,800232717,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-81462,,,,,,,,,
161307,900340610,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1058792,0,0,0,0,0,0,,0,1058792
161307,900340610,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,249284,0,0,0,0,4492882,4492882,,4492882,4742166
161308,860015300,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15530695,,,,,,,,,15530695
161308,860015300,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15722634,,,,,,,,,15722634
161319,900484605,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-449081,0,0,0,0,0,0,,0,-449081
161319,900484605,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-388375,0,0,0,0,0,0,,0,-388375
161352,900479216,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,175724,,,,,,,,,
161352,900479216,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4638220,,,,,,,,,
161391,800010912,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2312335,0,0,0,0,0,0,,6754244,9066579
161391,800010912,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1465551,0,0,0,0,0,0,,0,1465551
161392,900202511,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2968272,,,-5158385,-5158385,,,,-5158385,-2190113
161392,900202511,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8486507,,,1308198,1308198,,,,1308198,9794705
161483,830085008,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,935007,0,0,0,0,,,,0,935007
161483,830085008,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-1186666,0,0,0,0,,,,0,-1186666
161504,900771031,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-8379,0,,,0,,,,0,-8379
161504,900771031,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-3077,0,,,0,,,,0,-3077
161508,900107831,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5807369,,,,,,,,,
161508,900107831,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-6129627,,,,,,,,,
161517,890900240,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,263913,,,,,,,,,
161517,890900240,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,289272,,,,,,,,,
161525,800044906,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,12181,,,,,,,,,
161525,800044906,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2076720,,,,,,,,,
161529,805006304,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1767944,,,,,,,,,
161529,805006304,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1437565,,,,,,,,,
161531,830109486,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1117717,,,,,,,,,
161531,830109486,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-1504555,,,,,,,,,
161538,900631231,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-192015,0,0,742922,742922,0,0,,742922,550907
161538,900631231,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8878061,0,0,-6925617,-6925617,,,,-6925617,1952444
161555,860505205,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,274289,,,,,,,,,
161555,860505205,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,540425,,,,,,,,,
161578,900519421,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,57468557,,,,,,,,-1313435,56155122
161578,900519421,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,426403506,,,,,,,,24153867,450557373
161579,860077411,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1951170,,,,,,,,,
161579,860077411,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1300159,,,,,,,,,
161610,860001701,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1962305,,,,,,,,-365860,1596445
161610,860001701,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,870545,,,,,,,,,870545
161611,860074389,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7847474,,,,,,,,,
161611,860074389,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3407054,,,,,,,,,
161637,900247206,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1446373,,,,,,,,,
161637,900247206,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-991257,,,,,,,,,
161649,900182402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-387496,,,,,,,,,
161649,900182402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-3093672,,,,,,,,,
161655,900203601,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5170289,,,,,,,,,
161655,900203601,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9917781,,,,,,,,,
161659,800235801,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-390630,,,,,,,,,
161659,800235801,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,551271,,,,,,,,,
161712,900525490,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-6540,,,,,,,,,
161712,900525490,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-144487,,,,,,,,,
161713,900473904,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7895,,,,,,,,,
161713,900473904,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,49657,,,,,,,,,
161730,900125505,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1987991,,,,,,,,,
161730,900125505,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1690520,,,,,,,,,
161737,900763226,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-654185,,,,,,,,,
161737,900763226,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-948325,,,,,,,,,
161778,826001708,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,23024,,,,,,,,,
161778,826001708,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,55212,,,,,,,,,
161910,900624699,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-47145,,,,,,,,,
161910,900624699,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-78367,,,,,,,,,
161916,900032105,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-224129,0,0,1919872,1919872,0,0,,1919872,1695743
161916,900032105,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,27397,0,0,0,0,0,0,,0,27397
161927,900644255,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7150761,,,,,,,,,
161927,900644255,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-1708145,,,,,,,,,
161928,860402328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-150997,,,,,,,,,-150997
161928,860402328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,774213,,,,,,,,-344577,429636
161941,900356846,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,357891,,,,,,,,,357891
161941,900356846,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13598425,0,,,0,,,,0,13598425
161946,800156522,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,182094,,,,,,,,,
161946,800156522,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,338919,,,,,,,,,
161959,900200503,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,76847049,,,,,,,,,
161959,900200503,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,14035236,,,,,,,,,
161973,800077658,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1445319,,,,,,,,,
161973,800077658,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,784541,,,,,,,,,
161995,860024628,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,17395,0,0,0,0,0,0,,0,17395
161995,860024628,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,133135,0,0,0,0,0,0,,0,133135
162013,830036311,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-164662,0,0,912242,912242,0,0,,912242,747580
162013,830036311,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16196,0,0,770204,770204,0,0,,770204,786400
162044,800011651,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6896514,,,,,,,,,
162044,800011651,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1436440,,,,,,,,,
162077,900040333,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1060339,,,,,,,,,
162077,900040333,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,57848,,,,,,,,,
162084,900239413,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5557,,,,,,,,,
162084,900239413,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,158787,,,,,,,,,
162096,800043489,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3903517,,,,,,,,,
162096,800043489,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-432023,,,,,,,,,
162103,800201307,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1422757,,,,,,,,,
162103,800201307,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1514872,,,,,,,,,
162190,800241811,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,39357,,,,,,,,,39357
162190,800241811,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3143392,,,1593773,1593773,,,,1593773,4737165
162200,800230408,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1857989,,,4752703,4752703,,,,4752703,2894714
162200,800230408,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-447868,,,,,,,,,-447868
162249,800243991,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3312382,,,,,,,,,3312382
162249,800243991,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1779950,,,,,,,,4403712,6183662
162307,900673220,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2131,,,,,,,,,
162307,900673220,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2282,,,,,,,,,
162313,806014108,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10819692,,,,,,,,,10819692
162313,806014108,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16479154,,,,,,,,,16479154
162318,890505513,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5444887,,,,,,,,,
162318,890505513,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2652711,,,,,,,,,
162320,900772508,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-91317,,,,,,,,,
162320,900772508,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-129386,,,,,,,,,
162371,815004821,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,439804,,,,,,,,,
162371,815004821,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,654451,,,,,,,,,
162372,900480140,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14700045,0,0,0,0,0,0,,0,14700045
162372,900480140,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16892355,0,0,0,0,0,0,,0,16892355
162381,900227612,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-421195,,,,,,,,,
162381,900227612,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-275489,,,,,,,,,
162383,860048346,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-42330,0,0,0,0,0,0,,0,-42330
162383,860048346,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,233857,0,0,0,0,0,0,,0,233857
162387,800112612,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-873852,,,-702841,-702841,,,,-702841,-1576693
162387,800112612,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-66851,,,-126603,-126603,,,,-126603,-193454
162395,800229512,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,311398,,,,,,,,,
162395,800229512,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,255092,,,,,,,,,
162417,900077208,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,143840,,,,,,,,,
162417,900077208,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,853441,,,,,,,,,
162445,900483303,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,391864,,,,,,,,,391864
162445,900483303,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,552597,,,,,,,,,552597
162448,900777063,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,12606564,,,,,,,,,
162448,900777063,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13244550,,,,,,,,,
162471,800235218,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,180738,,0,0,0,-4125,-4125,,-4125,176613
162471,800235218,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,432477,,0,0,0,2288328,2288328,,2288328,2720805
162504,900504374,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,330977,0,0,0,0,0,0,,0,330977
162504,900504374,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,153303,0,0,0,0,0,0,,0,153303
162553,900483711,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1299882,,,,,,,,,
162553,900483711,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-806833,,,,,,,,,
162625,890404210,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5455115,,,,,,,,,
162625,890404210,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8381335,,,,,,,,,
162638,830017209,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,434884,,,,,,,,,434884
162638,830017209,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,203617,,,,,,,,,203617
162652,860534221,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1816235,,,,,,,,,
162652,860534221,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,985449,,,,,,,,,
162662,900426212,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-5854850,,,,,,,,,
162662,900426212,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4116561,,,,,,,,,
162689,800020808,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,610226,,,,,,,,693,610919
162689,800020808,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,474049,,,,,,,,,474049
162691,800173410,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1141579,,,,,,,,,
162691,800173410,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1193885,,,,,,,,,
162696,806009713,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,295265,,,,,,,,,
162696,806009713,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15293,,,,,,,,,
162713,900501807,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,436045,373149,,,373149,,,,373149,809194
162713,900501807,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-673936,,,,,,,,,-673936
162717,802002415,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1028168,0,0,0,0,0,0,,0,1028168
162717,802002415,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,312563,0,0,0,0,0,0,,0,312563
162725,890905174,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2355860,,,,,,,,,
162725,890905174,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1011323,,,,,,,,,
162730,800133208,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-128025,,,,,,,,,
162730,800133208,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9886327,,,,,,,,,
162855,900407711,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1975314,,,,,,,,,1975314
162855,900407711,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-214536,,,,,,,,,-214536
162877,900230314,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,19522445,,,,0,-759816,-759816,,-759816,18762629
162877,900230314,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6397998,,,,0,-92451,-92451,,-92451,6305547
162892,811028839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,218582,,,-302594,-302594,,,,-302594,-84012
162892,811028839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,197820,,,284086,284086,,,,284086,481906
162899,900512515,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7295062,,,,,,,,,
162899,900512515,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,17401083,,,,,,,,,
162900,800010034,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3535919,,,,,,,,,
162900,800010034,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5637051,,,,,,,,,
162908,830008157,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,405393,,,,,,,,,
162908,830008157,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6625089,,,,,,,,,
162923,900418816,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-677680,,,10473428,10473428,,,,10473428,9795748
162923,900418816,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-908612,,,0,0,,,,0,-908612
162937,810004017,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,206272,,,,,,,,,
162937,810004017,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,528747,,,,,,,,,
162982,900251235,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-227312,0,0,0,0,0,0,,0,-227312
162982,900251235,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-1656442,,,,,,,,,-1656442
162988,860044013,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,36059668,,,,,,,,,
162988,860044013,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,11346158,,,,,,,,,
163006,800231716,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,151474,,,,,,,,,
163006,800231716,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,645008,,,,,,,,,
163025,800047115,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2063693,,,,,,,,,
163025,800047115,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,-1254643,,,,,,,,,
163099,800150249,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2643775,,,,,,,,,
163099,800150249,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,800957,,,,,,,,,
163108,900352813,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2946539,,,,,,,,,
163108,900352813,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2629338,,,,,,,,,
163132,900181247,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,297054,,,,,,,,,
163132,900181247,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,724358,,,,,,,,,
163143,800144959,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-47367,,,-4156,-4156,,,,-4156,-51523
163143,800144959,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,279451,,,-105346,-105346,,,,-105346,174105
163147,900553321,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5946314,,,,,,,,,
163147,900553321,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1637559,,,,,,,,,
