Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Se reunió el Máximo Órgano Social para considerar los estados financieros,Valor de las utilidades decretadas en miles de pesos (ejercicio inmediatamente anterior),Razón social de la sociedad,Objeto social principal,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Corte de cuentas según estatutos,Fecha de constitución (Aaaa-Mm-Dd),Fecha de vencimiento (Aaaa-Mm-Dd),Estado actual,Tipo societario,La sociedad es,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección de notificación judicial,Ciudad de la dirección de notificación judicial,Dirección del domicilio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Teléfono del domicilio,Celular corporativo,E-mail de la sociedad,Matricula mercantil número,Domicilio casa matriz sucursal de sociedad extranjera,País del domicilio casa matriz sucursal de sociedad extranjera,La compañía está obligada a tener Revisor fiscal?,El Revisor fiscal pertenece a una firma?,A que firma pertenece el Revisor Fiscal?,Los estados finacieros estan acompañados del dictamen del revisor fiscal?,Concepto del Revisor fiscal en su informe,Estos estados financieros presentan información reexpresada?,La información reexpresada corresponde a:,Reexpresión según normatividad que aplique,"La Entidad posee inversiones en subsidiarias, asociadas y/o negocios conjuntos?"
159575,900254193,12/31/2019,50 NIIF Pymes - Separados,Si,,MARDELPIL SAS ,CUALQUIER ACTIVIDAD LICITA DE COMERCIO CUALQUIER ACTIVIDAD LICITA DE COMERCIO ,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,7/10/2008,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AUTOPISTA MEDELLIN KM 2 - 600 MTS VIA PARCELAS COTA  ,CUNDINAMARCA,COTA-CUNDINAMARCA,AUTOPISTA MEDELLIN KM 2 - 600 MTS VIA PARCELAS COTA  ,CUNDINAMARCA,COTA-CUNDINAMARCA,8776800,3013209904,gerforimpuestos@gerfor.com,1854830,,,Si,No,,Si,04. NEGATIVO,No,,,Si
159613,900704304,12/31/2019,50 NIIF Pymes - Separados,Si,,INDEPRO INGENIERIA DE PROCESOS SAS ,"CONSULTORIA, DESAROLLO DE AUTOMATIZACIÓN DE PROCESOS EMPRESARIALES ","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. ANUAL,2/19/2014,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 19 4 88 OFICINA 1003,BOGOTA D.C.,SANTA-FE-BOGOTA D.C.,CALLE 19 4 88 OFICINA 1003,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,4897170,3057453738,gerencia@indepro.com.co ,2415925,,,Si,No,,Si,03. LIMPIO,No,,,Si
159614,900050745,12/31/2019,50 NIIF Pymes - Separados,Si,358329921,VS Y DM INVERSIONES S A S,ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,10/13/2005,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 93 A 9 18 AP 402 TO 3,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 93 A 9 18 AP 402 TO 3,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6101160,3204895955,svasquezhaupt@gmail.com,1540975,,,Si,No,,Si,03. LIMPIO,No,,,Si
159629,900402206,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES LAS AGUILAS S A S,"INVERSION EN TODA CLASE DE BIENES MUEBLES E INMUEBLES,CORPORALES E INCORPORALES Y SU EXPLOTACION ECONOMICAEN TODAS LAS MODALIDADES",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,12/13/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 1 108 45,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 1 108 45,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2134615,3115134597,asegoes@gmail.com,2050377,,,Si,No,,Si,03. LIMPIO,No,,,Si
159633,900291850,12/31/2019,50 NIIF Pymes - Separados,Si,840000,INVERSIONES OPORTUNAS SAS,LA SOCIEDAD PODRA REALIZAR CUALQUIER ACTIVIDAD DE CARÁCTER CIVIL O COMERCIAL,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,5/29/2009,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 47 N 100 SUR 40 BG 14 PQ CENTRO INDUSTRIAL PORTAL DEL SUR,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,CRA 47 N 100 SUR 40 BG 14 PQ CENTRO INDUSTRIAL PORTAL DEL SUR,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,3223375,3175052435,contabilidad@imsampedro.com,200329,,,Si,No,,,,No,,,Si
159641,830102702,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES LA SERENISSIMA SAS,ACTIVIDADES INMOBILIARIAS CON BIENES PROPIOSO ARRENDADOS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,2/1/2002,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 97A  #51-76,BOGOTA D.C.,BARRIOS-UNIDOS-BOGOTA D.C.,CALLE 97A  #51-76,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7434008,3103441975,helenarivera13@gmail.com,1158184,,,Si,Si,QPS AUDITORES ASESORES SAS,Si,03. LIMPIO,No,,,Si
159647,900423379,12/31/2019,50 NIIF Pymes - Separados,Si,,SUPERCERDO PAISA S.A.S.,PRODUCCION DE CARNE DE CERDO,A0144 - Cría de ganado porcino,01. ANUAL,3/23/2011,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 7D 43A 99 OF 705,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 7D 43A 99 OF 705,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6041926,3113711599,contabilidad@supercerdo.com.co,21-445757-12,,,Si,No,,Si,03. LIMPIO,No,,,Si
159648,900180801,12/31/2019,50 NIIF Pymes - Separados,No,,BELLTECH COLOMBIA SA,"Distribución y Comercialización de Sistemas de Comunicaciones y de las  Tecnologías de la Información para el Procesamiento , Control y Trasmisión de Voz, Datos e Imágenes. ",S9512 - Mantenimiento y reparación de equipos de comunicación,01. ANUAL,10/24/2007,10/16/2057,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AK 7 155 C 30 OF 2503 TO E CENTRO EMPRESARIAL NORTH POINT  ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AK 7 155 C 30 OF 2503 TO E CENTRO EMPRESARIAL NORTH POINT,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7424600,317424600,julian.casallas@belltech.la,1749371,,,Si,Si,SERVICIOS DE AUDITORIA Y CONSULTORIA DE NEGOCIOS SAS ,Si,03. LIMPIO,No,,,Si
159654,890208946,12/31/2019,50 NIIF Pymes - Separados,Si,700000,SERVICIOS FÚNEBRES SAN PEDRO LTDA,POMPAS FÚNEBRES Y ACTIVIDADES RELACIONADAS,S9603 - Pompas fúnebres y actividades relacionadas,01. ANUAL,7/15/1982,3/21/2069,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 45 27 71,SANTANDER,BUCARAMANGA-SANTANDER,CL 45 27 71,SANTANDER,BUCARAMANGA-SANTANDER,6430275,3012418587,financiera@sanpedro.com.co,05-016368-03,,,Si,No,,Si,03. LIMPIO,No,,,Si
159701,830508260,12/31/2019,50 NIIF Pymes - Separados,Si,,TRIANAE S.A.S,OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,01. ANUAL,11/17/2004,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 43A  1A SUR 29 OF302,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 48  98A SUR 500,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,4483890,3165212582,MOURREA@PRIVAX.COM.CO,99279,,,Si,No,,Si,03. LIMPIO,No,,,Si
159721,860039333,12/31/2019,50 NIIF Pymes - Separados,Si,930177,PROCIBERNETICA S.A.,"Programar, analizar, desarrollar, adquirir, enajenar, presentar, explotar y comercializar toda clase de sistemas y equipos de procesamiento, transmisión y tratamiento de la información","G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",01. ANUAL,2/1/1974,2/1/2073,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 7 #71-21 TR-B OF-103,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CRA 7 #71-21 TR-B OF-103,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3136500,3208653955,asoto@procibernetica.com,45012,,,Si,Si,ASTAF AUDITORES Y CONSULTORES CONTABLES S.A.S.,Si,03. LIMPIO,No,,,Si
159726,800064773,12/31/2019,50 NIIF Pymes - Separados,Si,,PUBBLICA SAS,PUBLICIDAD,M7310 - Publicidad,01. ANUAL,3/31/1989,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 97 A 8 10 OF 404,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 97 A 8 10 OF 404,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7957373,3108165621,INFO@PUBBLICA.COM.CO,2023224,,,Si,Si,FZ & ASOCIADOS SAS,Si,03. LIMPIO,No,,,Si
159739,830508263,12/31/2019,50 NIIF Pymes - Separados,Si,,PALMAVERDE,ACTIVIDADES EPECIALES DE DISEÑO,M7410 - Actividades especializadas de diseño,01. ANUAL,11/24/2004,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 43A  1A SUR 29 OF 302,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 48  98A SUR 500,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,4483890,3165212582,MOURREA@PRIVAX.COM.CO,99310,,,Si,No,,Si,03. LIMPIO,No,,,Si
159743,900800041,12/31/2019,50 NIIF Pymes - Separados,Si,,GRUPO C2 SAS,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,F4220 - Construcción de proyectos de servicio público,01. ANUAL,12/9/2014,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 38 N 30 A 25 OF 701,META,VILLAVICENCIO-META,CL 38 N 30 A 25 OF 701,META,VILLAVICENCIO-META,6621798,3132486927,gc2sas@gmail.com,272980,,,Si,No,,Si,03. LIMPIO,No,,,Si
159745,800063815,12/31/2019,50 NIIF Pymes - Separados,Si,,INGENIEROS GF SAS,OBRA CIVIL,F4210 - Construcción de carreteras y vías de ferrocarril,01. ANUAL,5/4/1989,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 119 14 A 26,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,CL 119 14 A 26,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,6295120,3103003936,claudial@ingenierosgf.com.co,371162,,,Si,No,,Si,03. LIMPIO,No,,,Si
159748,900071233,12/31/2019,50 NIIF Pymes - Separados,Si,,LINATERRA SAS,INVERSIONES EN BIENES INMUEBLES   ,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,2/8/2006,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AC 92 11 51 OFIC 802  ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AC 92 11 51 OFIC 802  ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,4252730,3103117055,mreyes@terrafranco.com.co,1571383,,,Si,No,,Si,03. LIMPIO,No,,,Si
159772,802011101,12/31/2019,50 NIIF Pymes - Separados,Si,,JECO SAS,ACTIVIDADES INMOBILIARIAS CON BIENES PROPIOS O ARRENDADOS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,11/19/1999,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 9 No 86 84 AP 202,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 9 No 86 84 AP 202,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6236040,3115169200,jorgecarvajales@jeco.com.co,1729755,,,Si,Si,CONSULTORES EXTERNADISTAS ASOCIADOS SAS,Si,03. LIMPIO,No,,,Si
159779,830113706,12/31/2019,50 NIIF Pymes - Separados,No,,GHL GRUPO HOTELES S.C.A.,"PROGRAMACION, ESTUDIO, PROYECCION, PROMOCION ADMINISTRACION Y EJECUCION DE NEGOCIOS HOTELEROS O ADQUISICION DE EMPRESAS   ",M7020 - Actividades de consultaría de gestión,01. ANUAL,12/18/2002,3/18/2052,ACTIVA,05. SOCIEDAD EN COMANDITA POR ACCIONES,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV CLLE 72 6 30 PISO 13  ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AV CALLE 72 6 30 PISO 13,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3139333,3107629199,claudia.ardila@ghlhoteles.com,1234690,,,Si,Si,Mc MANAGEMENT S.A.S ,Si,03. LIMPIO,No,,,Si
159798,813007147,12/31/2019,50 NIIF Pymes - Separados,Si,,REINDUSTRIAS S.A.,"LA DISTRIBUCION Y VENTA DE LLANTAS GENUINAS Y REENCAUCHADAS, VEHICULOS AUTOMOTORES Y MOTOCICLETAS, RESPUESTOS PARA VEHICULOS Y DEMAS ARTICULOS AFINES,.  ALQUILES DE CULAQUIER TIPO DE MAQUINARIA, EQUIPOS, VEHICULOS, MOTOCICLETAS O CUALQUIER CLASE DE VEHICULO AUTOMOTOR.  ALQUILER DE INMUEBLE.  LA PRESTACION DE SERVICIOS DE TALLER DE MECANICA, LATONERIA, PINTURA Y REVISION TECNICA EN GENERAL DE AUTOMOTORES. Y OTRAS","G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. ANUAL,2/26/2001,2/26/2051,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 16 N 20A 35,HUILA,NEIVA-HUILA,CR 16 N 20A 35,HUILA,NEIVA-HUILA,8758844,3123041101,contabilidad@reindustrias.com,140424,,,Si,No,,Si,03. LIMPIO,No,,,Si
159809,900152603,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES COGUI EU,"la planeacion, organizacion, ejecucion y realizacion de toda clase de inversiones en bienes muebles e inmuebles ",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,5/30/2007,12/31/2099,ACTIVA,07. EMPRESA UNIPERSONAL,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV CL 24 95 12 BG 53,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AV CL 24 95 12 BG 53,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7422333,3182852508,impuestos@astaf.com,1707944,,,Si,No,,Si,03. LIMPIO,No,,,Si
159822,900556147,12/31/2019,50 NIIF Pymes - Separados,No,,EXTRACTORA EL ROBLE SAS ,"""EXTRACCION, PROCESAMIENTO, REFINACION Y COMERCIALIZACION DE ACEITES VEGETALES Y SUS DERIVADOS, INCLUYENDO SIN LIMITARSE AL CULTIVO, COSECHA Y PROCESAMIENTO DE PALMA AFRICANA Y/O CUALQUIER OTRO PRODUCTO AGRICOLA.   E ACEITES  Y GRASAS DE ORIGEN VEGETAL Y ANIMALEXTRACCION, PROCESAMIENTO, REFINACION Y COMERCIALIZACION DE ACEITES VEGETALES Y SUS DERIVADOS, INCLUYENDO SIN LIMITARSE AL CULTIVO, COSECHA Y PROCESAMIENTO DE PALMA AFRICANA Y/O CUALQUIER OTRO PRODUCTO AGRICOLA.   "" ",C1030 - Elaboración de aceites y grasas de origen vegetal y animal,01. ANUAL,9/18/2012,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 23 N 4 27 ,MAGDALENA,SANTA-MARTA-MAGDALENA,CALLE 23 N 4 27 ,MAGDALENA,SANTA-MARTA-MAGDALENA,4214701,3184214701,informacion@extractoraelroble.com ,143913,,,Si,No,,Si,03. LIMPIO,No,,,Si
159825,900374655,12/31/2019,50 NIIF Pymes - Separados,Si,,CARBONBW COLOMBIA SAS,TRATAMIENTO Y DISPOSICIÓN DE DESECHOS NO PELIGROSOS,E3821 - Tratamiento y disposición de desechos no peligrosos,01. ANUAL,8/10/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 101 12 42,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,CALLE 101 12 42 ,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,7425719,3017225838,h.gallego@carbonbw.com.co,2015604,,,Si,Si,MCL SOLUTION SAS,Si,03. LIMPIO,No,,,Si
159847,811004057,12/31/2019,50 NIIF Pymes - Separados,Si,,Pragma S.A. ,"Desarrollo de productos,aplicaciones y prestacion de servicios en la neuvas áreas de tecnología e informática  ","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. ANUAL,2/19/1996,2/18/2026,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Carrera 50C 10 SUR 80 ,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Carrera 50C 10 SUR 80 ,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6052523,3217586330,lina.gomez@pragma.com.co,21-208290-04,,,Si,Si,PwC PRICEWATERHOUSECOOPERS LTDA  ,Si,03. LIMPIO,No,,,Si
159861,811016603,12/31/2019,50 NIIF Pymes - Separados,Si,,MASFINCA PRODUCCION SAS,"CRIA, LEVNATE Y CEBA DE BOVINOS",A0150 - Explotación mixta (agrícola y pecuaria),01. ANUAL,12/14/1998,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 42C N 81-22,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 42C N 81-22,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4800450,3148899921,"sandra,suarez@masfinca.com",2124913612,,,Si,No,,Si,03. LIMPIO,No,,,Si
159874,900051210,12/31/2019,50 NIIF Pymes - Separados,No,,FORMESAN SAS,ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAUQINARIA EQUIPO Y BIENES TANGIBLES ,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,99. OTRO,10/21/2005,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 44 20B 04,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 44 20B 04,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2696810,3112330336,contador@formesan.com.co,1541704,,,Si,No,,,,No,,,Si
159878,860065726,12/31/2019,50 NIIF Pymes - Separados,Si,,SUMINISTROS INDUSTRIALES DE COLOMBIA SAS,"la importación, exportación, reexportación, representación, distribución, compra, venta, reparación, calibración y mantenimiento de equipos, elementos, implementos, herramientas y parte de herramienta manuales, eléctricas, hidráulicas, neumáticas, de precisión, de medición, para soldadura autógena y eléctrica y de seguridad industrial, y toda clase de equipos, repuestos y herramientas para la industria aeronáutica, entre ellos equipos de aviónica con capacidad de desarrollar trabajos en sistemas de comunicación, sistemas de audio, sistemas de navegación / VOR /  GLIDESLOPE / MARKER BEACON, sistemas de ADF, sistemas de DME, sistemas de radar, sistemas de radio altímetro y sistemas de transporte, entre otras.","G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",01. ANUAL,4/11/1978,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLL 73 28B 17,BOGOTA D.C.,BARRIOS-UNIDOS-BOGOTA D.C.,CLL 73 28B 17,BOGOTA D.C.,BARRIOS-UNIDOS-BOGOTA D.C.,3118354,3007425496,CONTADOR@SUMINCOL.NET,101381,,,Si,Si,RR&B ASESORES CONSULTORES LTDA,Si,03. LIMPIO,No,,,Si
159894,900035722,12/31/2019,50 NIIF Pymes - Separados,Si,,PROKSOL SAS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,F4111 - Construcción de edificios residenciales,01. ANUAL,7/13/2005,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Aut Medellin Km 2 5 Vte Parcelas Centro Ind Y Empr Oikos Ciem Bg 188 189,CUNDINAMARCA,COTA-CUNDINAMARCA,Aut Medellin Km 2 5 Vte Parcelas Centro Ind Y Empr Oikos Ciem Bg 188 189,CUNDINAMARCA,COTA-CUNDINAMARCA,7953010,3133338482,avelandia@proksol.com,1513089,,,Si,No,,Si,03. LIMPIO,No,,,Si
159947,860014285,12/31/2019,50 NIIF Pymes - Separados,Si,446184,CONSULTORES TECNICOS Y ECONOMICOS SAS,CONSULTORIA,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. ANUAL,1/23/1967,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 93 14 71 P 6,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 93 14 71 P 6,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6360300,3102440257,gerencia@consultecnicos.com,13,,,Si,No,,,,No,,,Si
159950,900451680,12/31/2019,50 NIIF Pymes - Separados,Si,568258,CONSULTECNICOS GERENCIA SAS,ADMINISTRACION PROYECTOS INGENIERIA,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. ANUAL,7/12/2011,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 93 14 71 OF 601,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 93 14 71 OF 601,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6360300,3102440257,JTAJAN@CONSULTECNICOS.COM,2121892,,,Si,No,,Si,03. LIMPIO,No,,,Si
159953,900282413,12/31/2019,50 NIIF Pymes - Separados,Si,600000,GRUPO INMOBILIARIO DEL SUR SAS,"DESARROLLO DE PROYECTOS INMOBILIARIOS, LA COMPRA, VENTA Y ADMINISTRACIÓN DE BIENES INMUEBLES SEAN URBANOS O RURALES. ",F4111 - Construcción de edificios residenciales,01. ANUAL,5/6/2009,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 43B N 16 95 P 8,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CRA 43B N 16 95 P 8,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5603990,3105976458,grupoinmobilariosur.sas@gmail.com,21-413615-12,,,Si,No,,Si,03. LIMPIO,No,,,Si
159982,900054920,12/31/2019,50 NIIF Pymes - Separados,Si,,FH Bertling Logistics Colombia S.A.S.,Agente de Carga Internacional,H5229 - Otras actividades complementarias al transporte,01. ANUAL,11/11/2005,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Cra. 7 No. 156 - 10 Oficina 1704,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Cra. 7 No. 156 - 10 Oficina 1704,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7468627,3153588651,jaime.berdugo@bertling.com,1547260,,,Si,No,,Si,03. LIMPIO,No,,,Si
160005,900693655,12/31/2019,50 NIIF Pymes - Separados,Si,6801002,IG Services S.A.S.,Prestación de servicios de TI,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. ANUAL,1/13/2014,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Carrera 49 # 61 sur 68,ANTIOQUIA,SABANETA-ANTIOQUIA,Carrera 49 # 61 sur 68,ANTIOQUIA,SABANETA-ANTIOQUIA,4440391,3127928863,carestrepo@intergrupo.com,168532,,,Si,Si,Ernst & Young Audit S.A.S.,Si,03. LIMPIO,No,,,Si
160040,800027501,12/31/2019,50 NIIF Pymes - Separados,Si,600000,fFLORES DE PUEBLO VIEJO SAS,"LA PRODUCCION,MERCADEO Y EXPORTACION DE PRODUCTOS AGROPECUARIOS",A0125 - Cultivo de flor de corte,01. ANUAL,2/12/1988,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Cl 19 5 30 Of 2201 Edificio  Bd Bacata,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Cl 117 6 56,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,6129811,3104782634,contabilidad@puebloviejo.com.co,319032,,,Si,Si,BKF INTERNATIONAL SA,Si,03. LIMPIO,No,,,Si
